               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.055188,            0.041997,           0.0056353,             0.94955,             0.81401,             0.87376,             0.58462,              0.0507,            0.064857,           0.0052001,            0.005281,            0.005281,            0.005281
                 145,            0.055089,              0.0424,           0.0056732,             0.94993,             0.81331,             0.87362,              0.5841,            0.050689,            0.064897,           0.0051887,            0.005248,            0.005248,            0.005248
                 146,            0.055398,            0.042605,            0.005603,              0.9502,             0.81355,             0.87382,             0.58556,             0.05064,            0.064698,           0.0051758,            0.005215,            0.005215,            0.005215
                 147,            0.055095,             0.04224,           0.0056743,             0.95009,             0.81373,             0.87384,              0.5855,            0.050632,            0.064624,           0.0051745,            0.005182,            0.005182,            0.005182
                 148,            0.055191,            0.042531,           0.0057139,              0.9518,             0.81293,             0.87385,             0.58558,            0.050628,            0.064646,           0.0051732,            0.005149,            0.005149,            0.005149
                 149,             0.05471,            0.041797,           0.0056455,             0.95178,             0.81354,              0.8743,             0.58602,            0.050602,            0.064585,           0.0051678,            0.005116,            0.005116,            0.005116
                 150,             0.05499,            0.041923,           0.0056491,             0.95266,             0.81324,             0.87446,             0.58637,            0.050589,            0.064585,           0.0051673,            0.005083,            0.005083,            0.005083
                 151,            0.054984,            0.042022,            0.005628,             0.95204,             0.81336,              0.8746,              0.5867,            0.050604,             0.06465,           0.0051667,             0.00505,             0.00505,             0.00505
                 152,            0.055231,            0.041816,           0.0056022,             0.95156,             0.81444,             0.87471,             0.58661,            0.050606,            0.064691,           0.0051723,            0.005017,            0.005017,            0.005017
                 153,             0.05465,            0.041915,           0.0055993,             0.95145,              0.8146,              0.8747,             0.58643,            0.050611,            0.064719,            0.005174,            0.004984,            0.004984,            0.004984
                 154,            0.054502,            0.041797,           0.0056221,             0.95121,             0.81538,             0.87469,             0.58658,            0.050601,            0.064817,           0.0051739,            0.004951,            0.004951,            0.004951
                 155,            0.054813,            0.041064,           0.0056209,             0.95207,             0.81505,             0.87488,             0.58649,            0.050595,            0.064892,           0.0051749,            0.004918,            0.004918,            0.004918
                 156,            0.054781,            0.041467,           0.0055936,              0.9527,             0.81434,              0.8752,             0.58699,            0.050591,            0.064936,           0.0051739,            0.004885,            0.004885,            0.004885
                 157,            0.054963,            0.041664,           0.0056693,             0.95321,             0.81413,             0.87526,              0.5871,            0.050572,            0.064933,           0.0051701,            0.004852,            0.004852,            0.004852
